case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"Buenrostro Mendez v. Bondi (S.D. Tex.)

4:25-cv-03726",https://www.courtlistener.com/docket/71066630/buenrostro-mendez-v-bondi/,Habeas Petition,2025-08-08,,Temporary Block of Government Action Denied,Immigration and Citizenship,Immigration Detention Policy,2026-02-06
"Padron Covarrubias v. Vergara (S.D. Tex.)

5:25-cv-00112",https://www.courtlistener.com/docket/70731053/padron-covarrubias-v-vergara/,Habeas Petition,2025-07-08,,Temporary Block of Government Action Denied,Immigration and Citizenship,Immigration Detention Policy,2026-02-06
"United States Conference of Catholic Bishops v. Department of State et al. (D.D.C.)

1:25-cv-00465",https://www.courtlistener.com/docket/69649820/united-states-conference-of-catholic-bishops-v-united-states-department-of/,Complaint,2025-02-18,,Case Closed,Immigration and Citizenship,Suspension of the U.S. Refugee Admissions Program (Executive Order No. 14163) and Refugees Funding Suspension (Dept. of State Notice),2026-01-23
"Neguse v. U.S. Immigration and Customs Enforcement (D.D.C.)

1:25-cv-02463",https://www.courtlistener.com/docket/70964222/neguse-v-us-immigration-and-customs-enforcement/,Complaint,2025-07-30,,Government Action Temporarily Blocked,Immigration and Citizenship,Immigration Detention Facilities,2026-02-02
"Lujan v. FMCSA (D.C. Cir.)

25-1215",https://www.courtlistener.com/docket/71701019/jorge-lujan-v-fmcsa/,Complaint,2025-10-20,,Government Action Blocked Pending Appeal,Immigration and Citizenship,Regulating Commercial Driver’s Licenses (Interim Final Rule: Restoring Integrity to the Issuance of Non-Domiciled CDLs),2026-02-20
"Al Otro Lado, Inc. v. Noem (S.D. Cal.)

3:17-cv-02366",https://www.courtlistener.com/docket/6242774/al-otro-lado-inc-v-mcaleenan/,Complaint,2017-11-22,,Awaiting Court Ruling,Immigration and Citizenship,Immigration Metering Policy at U.S. Ports of Entry,2025-11-17
"Guevara v. Sterling (S.D. Ga.)

5:25-cv-00086",https://www.courtlistener.com/docket/71204738/guevara-v-sterling/,Habeas petition,2025-08-20,,Case Closed/Dismissed in Favor of Government,Immigration and Citizenship,Other Habeas and Removal Actions,2025-10-06
"U.H.A. et al v. Bondi et al (D. Minn.)

0:26-cv-00417",https://www.courtlistener.com/docket/72157874/uha-v-bondi/,Habeas petition,2026-01-28,,Government Action Temporarily Blocked,Immigration and Citizenship,Other Habeas and Removal Actions,2026-02-18
"Doe v. United States Department of Homeland Security (C.D. Cal.)

8:26-cv-00060",https://www.courtlistener.com/docket/72122041/jane-doe-1-v-united-states-department-of-homeland-security/,,2026-01-08,,Awaiting Court Ruling,Immigration and Citizenship,Ending Automatic Work Permit Extensions,2026-01-08
"Smith v. Trump (D. Me.)

1:25-cv-00158",https://www.courtlistener.com/docket/69879872/smith-v-trump/,"Complaint




First Amended Complaint 2025-07-22",2025-04-11,,Government Action Temporarily Blocked,International Institutions,Actions toward International Criminal Court (Executive Order 14203 Imposing Sanctions on the International Criminal Court),2025-10-07
"Rona v. Trump (S.D.N.Y.)

1:25-cv-03114",https://www.courtlistener.com/docket/69893351/rona-v-trump/,Complaint,2025-04-15,,Government Action Blocked,International Institutions,Actions toward International Criminal Court (Executive Order 14203 Imposing Sanctions on the International Criminal Court),2025-08-18
"Iverson v. New York (D.D.C.)

1:25-cv-01353",https://www.courtlistener.com/docket/70131495/iverson-v-trump/,Complaint,2025-05-05,,Case Closed,International Institutions,Actions toward International Criminal Court (Executive Order 14203 Imposing Sanctions on the International Criminal Court),2025-05-13
"Valuta Corporation, Inc. v. Financial Crimes Enforcement Network (W.D. Tex.)

3:25-cv-00191",https://www.courtlistener.com/docket/70416124/valuta-corporation-inc-v-financial-crimes-enforcement-network/,Complaint,2025-05-30,,Government Action Temporarily Blocked,Miscellaneous,Border Enforcement,2025-10-20
"Citizens Against Donald Trump, Inc. v. Donald J. Trump (E.D. Mo.)

4:26-cv-00037",https://www.courtlistener.com/docket/72129588/citizens-against-donald-trump-inc-v-donald-j-trump/,Complaint,2026-01-11,,Awaiting Court Ruling,Miscellaneous,Attempt to Acquire Greenland,2026-01-26
"Protect Democracy Project v. OMB (D.D.C.)

1:25-cv-01111",https://www.courtlistener.com/docket/69887699/protect-democracy-project-v-us-office-of-management-and-budget/,Complaint,2025-04-14,,Government Action Blocked Pending Appeal,Removal of Information from Government Websites,Removal of Apportionment Information From OMB Website,2026-01-28
"Sierra Club v. EPA (D.D.C.)

1:25-cv-01112",https://www.courtlistener.com/docket/69888679/sierra-club-v-environmental-protection-agency/,Complaint,2025-04-14,,Temporary Block of Government Action Denied,Removal of Information from Government Websites,Removal of Climate Change and Environmental Information,2025-07-31
"Doctors for America v. Office of Personnel Management et al (D.D.C.)

1:25-cv-00322",https://www.courtlistener.com/docket/69608613/doctors-for-america-v-office-of-personnel-management/,Complaint,2025-02-04,,Government Action Blocked,Removal of Information from Government Websites,"Removal of Information from HHS Websites Under Executive Order on ""Gender Ideology Extremism"" (Executive Order 14168; Policy Memo)",2025-12-12
"Schiff v. U.S. Office of Personnel Management (D. Mass.)

1:25-cv-10595",https://www.courtlistener.com/docket/69729077/schiff-v-us-office-of-personnel-management/,Complaint,2025-03-12,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Removal of Information from Government Websites,"Removal of Information from HHS Websites Under Executive Order on ""Gender Ideology Extremism"" (Executive Order 14168; Policy Memo)",2025-09-03
"State of New York v. McMahon (D. Mass.)

1:25-cv-10601",https://www.courtlistener.com/docket/69732750/state-of-new-york-v-mcmahon/,"Complaint

First Amended Complaint

2025-11-25

Second Amended Complaint

2026-01-09",2025-03-13,State A.G. Plaintiffs,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2026-01-09
"Somerville Public Schools v. Trump (D. Mass.)

1:25-cv-10677",https://www.courtlistener.com/docket/69778837/somerville-public-schools-v-trump/,"Complaint

First Amended Complaint

2025-11-25

Second Amended Complaint

2026-01-09",2025-03-24,,Awaiting Court Ruling,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2026-01-09
"Carter v. Department of Education (D.D.C.)

1:25-cv-00744",https://www.courtlistener.com/docket/69737108/carter-v-united-states-department-of-education/,"Complaint

Amended Complaint

2025-04-01",2025-03-14,,Temporary Block of Government Action Denied,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-06-16
"American Federation of Teachers v. Department of Education (D.D.C.)

1:25-cv-00802",https://www.courtlistener.com/docket/69753739/american-federation-of-teachers-v-us-department-of-education/,"Complaint

Amended Complaint

2025-09-09",2025-03-18,,Government Action Temporarily Blocked in Part; Temporary Block Denied in Part,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-10-23
"Morgan v. McMahon (W.D. Tex.)

1:25-cv-00416",https://www.courtlistener.com/docket/69759329/morgan-v-mcmahon/,Complaint,2025-03-19,,Case Closed,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-03-31
"NAACP v. U.S.A. (D. Md.)

8:25-cv-00965",https://www.courtlistener.com/docket/69782265/national-association-for-the-advancement-of-colored-people-v-the-united/,"Complaint

Amended Complaint

2025-07-01",2025-03-24,,Temporary Block of Government Action Denied,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-08-21
"Association for Education Finance and Policy Inc. v. McMahon (D.D.C.)

1:25-cv-00999",https://www.courtlistener.com/docket/69843458/association-for-education-finance-and-policy-inc-v-mcmahon/,"Complaint




Amended Complaint 2025-06-18

Second Amended Complaint 2025-07-16",2025-04-04,,Temporary Block of Government Action Denied,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-07-16
"Victim Rights Law Center v. United States Department of Education (D. Mass.)

1:25-cv-11042",https://www.courtlistener.com/docket/69921190/victim-rights-law-center-v-united-states-department-of-education/,Complaint,2025-04-21,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2026-01-09
"National Academy of Education v. Department of Education (D.D.C.)

1:25-cv-01266",https://www.courtlistener.com/docket/69936678/national-academy-of-education-v-department-of-education/,"Complaint

Amended Complaint

2025-06-21",2025-04-24,,Government Action Temporarily Blocked,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-07-21
"State of California v. McMahon (D.R.I.)

1:25-cv-00329",https://www.courtlistener.com/docket/70791182/state-of-california-v-mcmahon/,Complaint,2025-07-14,State A.G. Plaintiffs,Case Closed in Favor of Plaintiff,Structure of Government/Personnel,"Dismantling/Restructuring of the Department of Education (Executive Order of Mar. 20, 2025)",2025-09-12
"National Council of Nonprofits v. McMahon (D. Mass.)

1:25-cv-13242",https://www.courtlistener.com/docket/71865156/national-council-of-nonprofits-v-mcmahon/,Complaint,2025-11-03,,Government Action Temporarily Blocked,Structure of Government/Personnel,Regulating the Public Service Loan Forgiveness (PSLF) Program,2025-11-03
"Massachusetts v. Department of Education (D. Mass.)

1:25-cv-13244",https://www.courtlistener.com/docket/71865482/commonwealth-of-massachusetts-v-us-department-of-education/,Complaint,2025-11-03,State A.G. Plaintiffs,Awaiting Court Ruling,Structure of Government/Personnel,Regulating the Public Service Loan Forgiveness (PSLF) Program,2025-11-03
"Robert F. Kennedy Center for Justice and Human Rights v. McMahon (D.D.C.)

1:25-cv-03860",https://www.courtlistener.com/docket/71872572/robert-f-kennedy-center-for-justice-and-human-rights-v-mcmahon/,Complaint,2025-11-04,,Awaiting Court Ruling,Structure of Government/Personnel,Regulating the Public Service Loan Forgiveness (PSLF) Program,2025-11-04
"San Francisco Unified School District v. AmeriCorps, a.k.a. the Corporation for National and Community Service (N.D. Cal.)

3:25-cv-02425",https://www.courtlistener.com/docket/69722858/san-francisco-unified-school-district-v-americorps-aka-the-corporation/,Complaint,2025-03-10,,Government Action Temporarily Blocked,Structure of Government/Personnel,"Dismantling AmeriCorps (Executive Order 14222 - Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative) (Goodson Memorandum and Cover Note April 15, 2025)",2025-06-18
"State of Maryland v. Corporation for National and Community Service (D. Md.)

1:25-cv-01363",https://www.courtlistener.com/docket/69978631/state-of-maryland-v-corporation-for-national-and-community-service/,"Complaint




Amended Complaint 2025-7-24",2025-04-29,State A.G. Plaintiffs,Government Action Temporarily Blocked,Structure of Government/Personnel,"Dismantling AmeriCorps (Executive Order 14222 - Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative) (Goodson Memorandum and Cover Note April 15, 2025)",2025-10-02
"Elev8 Baltimore, Inc. v. Corporation for National and Community Service (D. Md.)

1:25-cv-01458",https://www.courtlistener.com/docket/70156635/elev8-baltimore-inc-v-americorps/,Complaint,2025-05-05,,Government Action Temporarily Blocked,Structure of Government/Personnel,"Dismantling AmeriCorps (Executive Order 14222 - Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative) (Goodson Memorandum and Cover Note April 15, 2025)",2025-09-04
"Robert F. Kennedy Human Rights v. U.S. Department of Homeland Security (D.D.C.)

1:25-cv-01270",https://www.courtlistener.com/docket/69938653/robert-f-kennedy-human-rights-v-us-department-of-homeland-security/,Complaint,2025-04-24,,Temporary Block of Government Action Denied,Structure of Government/Personnel,"Dismantling DHS Office for Civil Rights and Civil Liberties (CRCL), the Citizenship and Immigration Services Ombudsman Office (CIS Ombudsman Office), and Office of the Immigration Detention Ombudsman",2025-07-11
"Ethical Society of Police v. Bondi (D. Mass.)

1:25-cv-13115",https://www.courtlistener.com/docket/71744791/ethical-society-of-police-v-bondi/,complaint,2025-10-24,,Temporary Block of Government Action Denied,Structure of Government/Personnel,Dismantling the Community Relations Service,2025-10-30
"American Federation of Government Employees AFL-CIO v. Noem (W.D. Wa.)

2:25-cv-00451",https://www.courtlistener.com/docket/69733614/american-federation-of-government-employees-afl-cio-v-noem/,Complaint,2025-03-13,,Government Action Temporarily Blocked,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2026-01-15
"American Federation of State, County And Municipal Employees, AFL-CIO v. Trump (D.D.C.)

1:25-cv-03306",https://www.courtlistener.com/docket/71391153/american-federation-of-state-county-and-municipal-employees-afl-cio-v/,Complaint,2025-09-19,,Government Action Temporarily Blocked,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2026-01-09
"National Weather Service Employees Organization v. Trump (D.D.C.)

1:25-cv-02947",https://www.courtlistener.com/docket/71251722/national-weather-service-employees-organization-v-trump/,Complaint,2025-09-02,,Awaiting Court Ruling,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2025-12-22
"National Treasury Employees Union v Trump (D.D.C.)

1:25-cv-00935",https://www.courtlistener.com/docket/69821136/national-treasury-employees-union-v-donald-j-trump/,Complaint,2025-03-31,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2025-12-22
"American Federation Of Government Employees, AFL-CIO v. Trump (N.D. Cal.)

4:25-cv-03070",https://www.courtlistener.com/docket/69842923/american-federation-of-government-employees-afl-cio-v-trump/,Complaint,2025-04-03,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2025-11-04
"American Foreign Service Association v. Trump (D.D.C.)

1:25-cv-01030",https://www.courtlistener.com/docket/69853338/american-foreign-service-association-v-trump/,Complaint,2025-04-07,,Government Action Not Blocked Pending Appeal,Structure of Government/Personnel,"Rescission of Collective Bargaining (Sec. Noem Memorandum Feb. 27, 2025) (DHS Statement March 7, 2025) (Executive Order of March 27, 2025) and Other Labor Rights",2025-12-15
